Gene,T389pH67_1
Fisuc_1054,20.5726
Fisuc_1055,36.0020
Fisuc_1056,14.1437
Fisuc_1057,16.7152
Fisuc_1058,2.5716
Fisuc_1059,23.1442
Fisuc_1060,0.0000
Fisuc_1061,7.7147
Fisuc_1062,122.1498
Fisuc_1063,63.0036
Fisuc_1064,51.4315
Fisuc_1065,0.0000
Fisuc_1066,137.5792
Fisuc_1067,29.5731
Fisuc_1068,9.0005
Fisuc_1069,3.8574
Fisuc_1070,28.2873
Fisuc_1071,336.8762
Fisuc_1072,345.8767
Fisuc_1073,18.0010
Fisuc_1074,20.5726
Fisuc_1079,329.1615
Fisuc_1080,51.4315
Fisuc_1081,30.8589
Fisuc_1085,2.5716
Fisuc_1086,3.8574
Fisuc_1087,3.8574
Fisuc_1098,10.2863
Fisuc_1099,327.8757
Fisuc_1100,3.8574
Fisuc_1101,20.5726
Fisuc_1102,14.1437
Fisuc_1103,176.1528
Fisuc_1104,23.1442
Fisuc_1105,1.2858
Fisuc_1106,23.1442
Fisuc_1107,298.3026
Fisuc_1108,41.1452
Fisuc_1109,239.1564
Fisuc_1110,18.0010
Fisuc_1111,136.2934
Fisuc_1112,117.0066
Fisuc_1113,25.7157
Fisuc_1114,10.2863
Fisuc_1115,64.2893
Fisuc_1116,24.4300
Fisuc_1117,63.0036
Fisuc_1118,147.8655
Fisuc_1119,56.5746
Fisuc_1120,90.0051
Fisuc_1121,9.0005
Fisuc_1122,48.8599
Fisuc_1123,131.1503
Fisuc_1124,23.1442
Fisuc_1125,28.2873
Fisuc_1126,27.0015
Fisuc_1127,77.1472
Fisuc_1129,0.0000
Fisuc_1130,38.5736
Fisuc_1131,16.7152
Fisuc_1132,2.5716
Fisuc_1133,912.9087
Fisuc_1134,30.8589
Fisuc_1135,10.2863
Fisuc_1136,37.2878
Fisuc_1137,12.8579
Fisuc_1138,51.4315
Fisuc_1139,124.7213
Fisuc_1140,18.0010
Fisuc_1141,333.0188
Fisuc_1142,182.5817
Fisuc_1143,63.0036
Fisuc_1144,144.0081
Fisuc_1145,59.1462
Fisuc_1146,9.0005
Fisuc_1147,72.0041
Fisuc_1148,19.2868
Fisuc_1149,28.2873
Fisuc_1150,21.8584
Fisuc_1151,68.1467
Fisuc_1152,7.7147
Fisuc_1153,12.8579
Fisuc_1156,3.8574
Fisuc_1157,12.8579
Fisuc_1158,108.0061
Fisuc_1159,246.8711
Fisuc_1160,21.8584
Fisuc_1161,12.8579
Fisuc_1162,1402.7936
Fisuc_1163,144.0081
Fisuc_1164,63.0036
Fisuc_1165,72.0041
Fisuc_1167,36.0020
Fisuc_1168,42.4310
Fisuc_1169,37.2878
Fisuc_1170,42.4310
Fisuc_1171,178.7244
Fisuc_1173,42.4310
Fisuc_1174,275.1584
Fisuc_1175,114.4350
Fisuc_1176,115.7208
Fisuc_1177,381.8787
Fisuc_1178,160.7234
Fisuc_1179,14.1437
Fisuc_1180,394.7366
Fisuc_1181,174.8670
Fisuc_1182,286.7305
Fisuc_1183,36.0020
Fisuc_1184,126.0071
Fisuc_1185,124.7213
Fisuc_1186,90.0051
Fisuc_1187,2.5716
Fisuc_1188,77.1472
Fisuc_1189,9.0005
Fisuc_1190,159.4376
Fisuc_1192,64.2893
Fisuc_1193,10.2863
Fisuc_1194,5.1431
Fisuc_1195,2.5716
Fisuc_1196,5.1431
Fisuc_1197,11.5721
Fisuc_1199,59.1462
Fisuc_1200,51.4315
Fisuc_1201,87.4335
Fisuc_1202,97.7198
Fisuc_1203,57.8604
Fisuc_1204,221.1554
Fisuc_1205,225.0127
Fisuc_1207,257.1574
Fisuc_1208,156.8660
Fisuc_1209,200.5828
Fisuc_1210,3.8574
Fisuc_1211,6.4289
Fisuc_1212,1.2858
Fisuc_1213,43.7168
Fisuc_1215,0.0000
Fisuc_1216,32.1447
Fisuc_1217,86.1477
Fisuc_1218,207.0117
Fisuc_1219,486.0275
Fisuc_1221,192.8680
Fisuc_1222,60.4320
Fisuc_1223,1019.6290
Fisuc_1224,326.5899
Fisuc_1226,291.8736
Fisuc_1227,153.0086
Fisuc_1228,64.2893
Fisuc_1229,196.7254
Fisuc_1230,361.3061
Fisuc_1231,97.7198
Fisuc_1232,547.7452
Fisuc_1233,95.1482
Fisuc_1234,73.2899
Fisuc_1235,1650.9504
Fisuc_1236,201.8686
Fisuc_1237,180.0102
Fisuc_1238,48.8599
Fisuc_1239,47.5741
Fisuc_1240,29.5731
Fisuc_1241,56.5746
Fisuc_1242,15.4294
Fisuc_1243,12.8579
Fisuc_1244,142.7224
Fisuc_1245,16.7152
Fisuc_1246,55.2888
Fisuc_1247,131.1503
Fisuc_1248,15.4294
Fisuc_1249,37.2878
Fisuc_1250,347.1625
Fisuc_1251,19.2868
Fisuc_1252,299.5884
Fisuc_1253,105.4345
Fisuc_1254,30.8589
Fisuc_1255,100.2914
Fisuc_1256,1.2858
Fisuc_1257,253.3000
Fisuc_1258,267.4437
Fisuc_1259,727.7554
Fisuc_1260,140.1508
Fisuc_1261,2814.5876
Fisuc_1262,12.8579
Fisuc_1263,28.2873
Fisuc_1264,32.1447
Fisuc_1265,7.7147
Fisuc_1266,9.0005
Fisuc_1268,90.0051
Fisuc_1269,212.1548
Fisuc_1270,1695.9530
Fisuc_1271,1667.6657
Fisuc_1272,1832.2464
Fisuc_1273,644.1793
Fisuc_1274,1180.3524
Fisuc_1275,807.4742
Fisuc_1276,438.4533
Fisuc_1277,34.7162
Fisuc_1278,0.0000
Fisuc_1279,2719.4394
Fisuc_1280,15.4294
Fisuc_1281,46.2883
Fisuc_1282,41.1452
Fisuc_1283,777.9011
Fisuc_1284,9422.2467
Fisuc_1285,144.0081
Fisuc_1286,102.8630
Fisuc_1287,2.5716
Fisuc_1288,86.1477
Fisuc_1289,109.2919
Fisuc_1290,1.2858
Fisuc_1291,20.5726
Fisuc_1292,23.1442
Fisuc_1293,191.5823
Fisuc_1294,379.3071
Fisuc_1295,330.4472
Fisuc_1296,315.0178
Fisuc_1297,199.2970
Fisuc_1298,147.8655
Fisuc_1299,51.4315
Fisuc_1301,14.1437
Fisuc_1302,124.7213
Fisuc_1303,52.7173
Fisuc_1304,95.1482
Fisuc_1305,6.4289
Fisuc_1306,68.1467
Fisuc_1307,60.4320
Fisuc_1308,24.4300
Fisuc_1309,9.0005
Fisuc_1310,402.4513
Fisuc_1311,34.7162
Fisuc_1312,5.1431
Fisuc_1313,64.2893
Fisuc_1314,47.5741
Fisuc_1315,50.1457
Fisuc_1316,726.4696
Fisuc_1317,1436.2240
Fisuc_1318,156.8660
Fisuc_1319,137.5792
Fisuc_1320,434.5960
Fisuc_1321,245.5853
Fisuc_1322,182.5817
Fisuc_1324,203.1543
Fisuc_1325,74.5756
Fisuc_1326,399.8797
Fisuc_1327,459.0259
Fisuc_1328,495.0280
Fisuc_1329,19.2868
Fisuc_1330,28.2873
Fisuc_1331,70.7183
Fisuc_1332,41.1452
Fisuc_1333,0.0000
Fisuc_1334,519.4579
Fisuc_1335,5.1431
Fisuc_1336,7.7147
Fisuc_1337,9.0005
Fisuc_1340,5.1431
Fisuc_1341,144.0081
Fisuc_1342,41.1452
Fisuc_1343,70.7183
Fisuc_1344,51.4315
Fisuc_1345,43.7168
Fisuc_1346,240.4422
Fisuc_1347,190.2965
Fisuc_1348,9.0005
Fisuc_1349,5.1431
Fisuc_1350,18.0010
Fisuc_1351,1009.3428
Fisuc_1352,6.4289
Fisuc_1353,46.2883
Fisuc_1354,14.1437
Fisuc_1355,32.1447
Fisuc_1356,14.1437
Fisuc_1357,37.2878
Fisuc_1358,84.8619
Fisuc_1359,92.5767
Fisuc_1360,90.0051
Fisuc_1361,81.0046
Fisuc_1362,28.2873
Fisuc_1363,230.1559
Fisuc_1364,410.1660
Fisuc_1365,2.5716
Fisuc_1366,114.4350
Fisuc_1367,682.7529
Fisuc_1368,118.2924
Fisuc_1369,27.0015
Fisuc_1370,63.0036
Fisuc_1371,87.4335
Fisuc_1372,41.1452
Fisuc_1373,61.7178
Fisuc_1374,204.4401
Fisuc_1375,3.8574
Fisuc_1376,231.4416
Fisuc_1377,106.7203
Fisuc_1378,66.8609
Fisuc_1379,10.2863
Fisuc_1380,0.0000
Fisuc_1381,37.2878
Fisuc_1382,18.0010
Fisuc_1383,48.8599
Fisuc_1384,77.1472
Fisuc_1385,398.5940
Fisuc_1386,478.3127
Fisuc_1387,496.3138
Fisuc_1388,257.1574
Fisuc_1389,299.5884
Fisuc_1390,852.4767
Fisuc_1391,59.1462
Fisuc_1392,82.2904
Fisuc_1393,46.2883
Fisuc_1394,208.2975
Fisuc_1395,714.8975
Fisuc_1396,729.0412
Fisuc_1397,2418.5652
Fisuc_1398,113.1493
Fisuc_1399,851.1910
Fisuc_1400,0.0000
Fisuc_1401,6.4289
Fisuc_1402,959.1971
Fisuc_1403,774.0437
Fisuc_1404,2.5716
Fisuc_1405,182.5817
Fisuc_1406,99.0056
Fisuc_1407,329.1615
Fisuc_1408,327.8757
Fisuc_1409,20.5726
Fisuc_1410,231.4416
Fisuc_1411,54.0031
Fisuc_1412,388.3077
Fisuc_1413,227.5843
Fisuc_1414,160.7234
Fisuc_1415,330.4472
Fisuc_1416,1266.5001
Fisuc_1417,106.7203
Fisuc_1418,51.4315
Fisuc_1419,291.8736
Fisuc_1420,47.5741
Fisuc_1421,464.1691
Fisuc_1422,315.0178
Fisuc_1423,136.2934
Fisuc_1424,1202.2108
Fisuc_1425,309.8747
Fisuc_1426,200.5828
Fisuc_1427,12.8579
Fisuc_1428,69.4325
Fisuc_1429,149.1513
Fisuc_1432,6.4289
Fisuc_1433,45.0025
Fisuc_1434,68.1467
Fisuc_1435,228.8701
Fisuc_1436,45.0025
Fisuc_1437,478.3127
Fisuc_1438,108.0061
Fisuc_1439,191.5823
Fisuc_1440,165.8665
Fisuc_1441,272.5868
Fisuc_1442,48.8599
Fisuc_1443,186.4391
Fisuc_1444,329.1615
Fisuc_1445,104.1487
Fisuc_1446,55.2888
Fisuc_1447,582.4615
Fisuc_1448,43.7168
Fisuc_1449,7.7147
Fisuc_1450,16.7152
Fisuc_1452,16.7152
Fisuc_1453,140.1508
Fisuc_1454,171.0097
Fisuc_1455,79.7188
Fisuc_1456,60.4320
Fisuc_1457,9.0005
Fisuc_1458,16.7152
Fisuc_1459,15.4294
Fisuc_1460,66.8609
Fisuc_1461,604.3199
Fisuc_1462,20.5726
Fisuc_1463,28.2873
Fisuc_1464,46.2883
Fisuc_1465,334.3046
Fisuc_1466,0.0000
Fisuc_1467,132.4361
Fisuc_1468,36.0020
Fisuc_1469,412.7376
Fisuc_1470,48.8599
Fisuc_1471,187.7249
Fisuc_1472,198.0112
Fisuc_1473,300.8741
Fisuc_1474,4074.6588
Fisuc_1475,189.0107
Fisuc_1476,766.3290
Fisuc_1477,104.1487
Fisuc_1478,24.4300
Fisuc_1479,14.1437
Fisuc_1480,16.7152
Fisuc_1481,84.8619
Fisuc_1482,173.5812
Fisuc_1483,9.0005
Fisuc_1484,78.4330
Fisuc_1485,1125.0636
Fisuc_1486,990.0559
Fisuc_1487,93.8624
Fisuc_1488,304.7315
Fisuc_1489,87.4335
Fisuc_1490,273.8726
Fisuc_1491,21.8584
Fisuc_1492,79.7188
Fisuc_1493,27.0015
Fisuc_1494,1191.9245
Fisuc_1495,93.8624
Fisuc_1496,72.0041
Fisuc_1497,50.1457
Fisuc_1498,77.1472
Fisuc_1499,199.2970
Fisuc_1500,11.5721
Fisuc_1501,38.5736
Fisuc_1502,37.2878
Fisuc_1503,127.2929
Fisuc_1504,569.6036
Fisuc_1505,322.7325
Fisuc_1506,82.2904
Fisuc_1507,110.5777
Fisuc_1508,336.8762
Fisuc_1509,72.0041
Fisuc_1510,149.1513
Fisuc_1511,33.4305
Fisuc_1512,75.8614
Fisuc_1513,613.3204
Fisuc_1514,480.8843
Fisuc_1515,369.0209
Fisuc_1516,73.2899
Fisuc_1517,6.4289
Fisuc_1518,127.2929
Fisuc_1519,18.0010
Fisuc_1520,57.8604
Fisuc_1521,82.2904
Fisuc_1522,11.5721
Fisuc_1523,109.2919
Fisuc_1525,690.4676
Fisuc_1526,420.4523
Fisuc_1527,370.3066
Fisuc_1528,477.0270
Fisuc_1529,72.0041
Fisuc_1530,214.7264
Fisuc_1531,16.7152
Fisuc_1532,15.4294
Fisuc_1533,27.0015
Fisuc_1534,36.0020
Fisuc_1535,70.7183
Fisuc_1536,207.0117
Fisuc_1537,140.1508
Fisuc_1538,37.2878
Fisuc_1541,232.7274
Fisuc_1542,411.4518
Fisuc_1543,14.1437
Fisuc_1544,23.1442
Fisuc_1545,46.2883
Fisuc_1546,30.8589
Fisuc_1547,6.4289
Fisuc_1548,2.5716
Fisuc_1549,19.2868
Fisuc_1551,42.4310
Fisuc_1552,18.0010
Fisuc_1554,14.1437
Fisuc_1555,132.4361
Fisuc_1556,375.4498
Fisuc_1557,298.3026
Fisuc_1558,343.3051
Fisuc_1560,109.2919
Fisuc_1561,29.5731
Fisuc_1562,277.7300
Fisuc_1563,9.0005
Fisuc_1564,2.5716
Fisuc_1565,15.4294
Fisuc_1566,37.2878
Fisuc_1567,135.0076
Fisuc_1568,280.3016
Fisuc_1569,204.4401
Fisuc_1570,20.5726
Fisuc_1571,505.3143
Fisuc_1572,90.0051
Fisuc_1573,25.7157
Fisuc_1574,226.2985
Fisuc_1575,174.8670
Fisuc_1576,51.4315
Fisuc_1577,46.2883
Fisuc_1578,131.1503
Fisuc_1579,11.5721
Fisuc_1580,39.8594
Fisuc_1582,43.7168
Fisuc_1583,0.0000
Fisuc_1584,129.8645
Fisuc_1585,9.0005
Fisuc_1586,9.0005
Fisuc_1587,316.3036
Fisuc_1588,33.4305
Fisuc_1589,72.0041
Fisuc_1590,60.4320
Fisuc_1591,1553.2306
Fisuc_1592,5026.1412
Fisuc_1593,0.0000
Fisuc_1594,69.4325
Fisuc_1595,279.0158
Fisuc_1596,277.7300
Fisuc_1597,198.0112
Fisuc_1598,74.5756
Fisuc_1599,484.7417
Fisuc_1600,30.8589
Fisuc_1601,38.5736
Fisuc_1602,33.4305
Fisuc_1603,120.8640
Fisuc_1604,105.4345
Fisuc_1605,73.2899
Fisuc_1606,45.0025
Fisuc_1607,16.7152
Fisuc_1608,18.0010
Fisuc_1609,37.2878
Fisuc_1610,12.8579
Fisuc_1611,27.0015
Fisuc_1612,33.4305
Fisuc_1613,34.7162
Fisuc_1614,84.8619
Fisuc_1615,199.2970
Fisuc_1618,50.1457
Fisuc_1619,99.0056
Fisuc_1620,140.1508
Fisuc_1621,129.8645
Fisuc_1622,109.2919
Fisuc_1623,43.7168
Fisuc_1624,52.7173
Fisuc_1625,10.2863
Fisuc_1627,514.3148
Fisuc_1628,84.8619
Fisuc_1629,147.8655
Fisuc_1630,199.2970
Fisuc_1631,47.5741
Fisuc_1632,345.8767
Fisuc_1633,61.7178
Fisuc_1634,108.0061
Fisuc_1635,75.8614
Fisuc_1636,56.5746
Fisuc_1637,88.7193
Fisuc_1638,108.0061
Fisuc_1639,30.8589
Fisuc_1640,39.8594
Fisuc_1641,86.1477
Fisuc_1642,379.3071
Fisuc_1643,42.4310
Fisuc_1644,124.7213
Fisuc_1645,273.8726
Fisuc_1646,303.4457
Fisuc_1647,208.2975
Fisuc_1648,177.4386
Fisuc_1649,83.5762
Fisuc_1650,39.8594
Fisuc_1651,84.8619
Fisuc_1652,317.5894
Fisuc_1653,158.1518
Fisuc_1654,21.8584
Fisuc_1655,54.0031
Fisuc_1656,32.1447
Fisuc_1657,23.1442
Fisuc_1658,70.7183
Fisuc_1659,55.2888
Fisuc_1660,210.8691
Fisuc_1661,65.5751
Fisuc_1662,18.0010
Fisuc_1663,2.5716
Fisuc_1664,2.5716
Fisuc_1665,12.8579
Fisuc_1666,2.5716
Fisuc_1667,24.4300
Fisuc_1668,6.4289
Fisuc_1669,16.7152
Fisuc_1670,0.0000
Fisuc_1671,24.4300
Fisuc_1672,5.1431
Fisuc_1673,21.8584
Fisuc_1674,524.6011
Fisuc_1675,32.1447
Fisuc_1676,513.0290
Fisuc_1678,162.0092
Fisuc_1682,21.8584
Fisuc_1683,36.0020
Fisuc_1684,2.5716
Fisuc_1685,6.4289
Fisuc_1686,6.4289
Fisuc_1687,5.1431
Fisuc_1688,16.7152
Fisuc_1689,11.5721
Fisuc_1690,23.1442
Fisuc_1691,1.2858
Fisuc_1692,20.5726
Fisuc_1694,1.2858
Fisuc_1696,43.7168
Fisuc_1697,5.1431
Fisuc_1698,12.8579
Fisuc_1699,21.8584
Fisuc_1708,18.0010
Fisuc_1710,34.7162
Fisuc_1711,37.2878
Fisuc_1712,6.4289
Fisuc_1713,7.7147
Fisuc_1714,16.7152
Fisuc_1715,0.0000
Fisuc_1716,3.8574
Fisuc_1717,15.4294
Fisuc_1719,3.8574
Fisuc_1720,14.1437
Fisuc_1721,23.1442
Fisuc_1722,24.4300
Fisuc_1725,61.7178
Fisuc_1726,33.4305
Fisuc_1727,5.1431
Fisuc_1728,7.7147
Fisuc_1729,10.2863
Fisuc_1730,3.8574
Fisuc_1731,9.0005
Fisuc_1732,16.7152
Fisuc_1733,14.1437
Fisuc_1735,9.0005
Fisuc_1736,10.2863
Fisuc_1739,10.2863
Fisuc_1740,21.8584
Fisuc_1741,7.7147
Fisuc_1742,236.5848
Fisuc_1743,149.1513
Fisuc_1744,120.8640
Fisuc_1745,39.8594
Fisuc_1746,72.0041
Fisuc_1747,0.0000
Fisuc_1748,9.0005
Fisuc_1749,5.1431
Fisuc_1750,379.3071
Fisuc_1751,37.2878
Fisuc_1752,60.4320
Fisuc_1753,68.1467
Fisuc_1754,222.4411
Fisuc_1755,93.8624
Fisuc_1756,218.5838
Fisuc_1757,234.0132
Fisuc_1758,144.0081
Fisuc_1759,129.8645
Fisuc_1760,993.9133
Fisuc_1761,1992.9698
Fisuc_1762,1770.5286
Fisuc_1763,1746.0987
Fisuc_1764,735.4701
Fisuc_1765,781.7585
Fisuc_1766,75.8614
Fisuc_1767,424.3097
Fisuc_1768,47.5741
Fisuc_1769,970.7691
Fisuc_1771,55.2888
Fisuc_1772,9.0005
Fisuc_1773,696.8965
Fisuc_1774,981.0554
Fisuc_1775,799.7595
Fisuc_1776,55.2888
Fisuc_1777,24.4300
Fisuc_1778,7.7147
Fisuc_1779,141.4366
Fisuc_1780,68.1467
Fisuc_1781,12.8579
Fisuc_1782,516.8864
Fisuc_1783,579.8899
Fisuc_1784,365.1635
Fisuc_1785,0.0000
Fisuc_1786,30.8589
Fisuc_1787,50.1457
Fisuc_1788,1622.6631
Fisuc_1789,408.8802
Fisuc_1790,181.2960
Fisuc_1791,285.4447
Fisuc_1793,2008.3992
Fisuc_1794,892.3361
Fisuc_1795,722.6123
Fisuc_1796,203.1543
Fisuc_1797,20.5726
Fisuc_1798,186.4391
Fisuc_1799,19.2868
Fisuc_1800,153.0086
Fisuc_1801,104.1487
Fisuc_1802,914.1945
Fisuc_1803,250.7285
Fisuc_1804,72.0041
Fisuc_1805,384.4503
Fisuc_1806,0.0000
Fisuc_1807,284.1589
Fisuc_1808,155.5802
Fisuc_1809,72.0041
Fisuc_1812,9.0005
Fisuc_1813,506.6001
Fisuc_1814,42.4310
Fisuc_1815,66.8609
Fisuc_1816,56.5746
Fisuc_1817,154.2944
Fisuc_1818,3.8574
Fisuc_1819,83.5762
Fisuc_1820,1.2858
Fisuc_1821,7.7147
Fisuc_1822,9.0005
Fisuc_1823,18.0010
Fisuc_1824,102.8630
Fisuc_1825,1152.0651
Fisuc_1826,99.0056
Fisuc_1827,577.3183
Fisuc_1828,844.7620
Fisuc_1829,235.2990
Fisuc_1830,262.3005
Fisuc_1831,57.8604
Fisuc_1832,217.2980
Fisuc_1833,11.5721
Fisuc_1835,42.4310
Fisuc_1836,24.4300
Fisuc_1837,7.7147
Fisuc_1838,102.8630
Fisuc_1839,5.1431
Fisuc_1840,55.2888
Fisuc_1841,39.8594
Fisuc_1843,543.8879
Fisuc_1844,173.5812
Fisuc_1846,43.7168
Fisuc_1847,47.5741
Fisuc_1848,77.1472
Fisuc_1849,15.4294
Fisuc_1850,169.7239
Fisuc_1851,108.0061
Fisuc_1852,129.8645
Fisuc_1856,28.2873
Fisuc_1857,54.0031
Fisuc_1858,16.7152
Fisuc_1859,64.2893
Fisuc_1860,497.5995
Fisuc_1861,146.5797
Fisuc_1862,50.1457
Fisuc_1863,284.1589
Fisuc_1864,6.4289
Fisuc_1865,11.5721
Fisuc_1866,83.5762
Fisuc_1869,12.8579
Fisuc_1870,9.0005
Fisuc_1871,118.2924
Fisuc_1872,109.2919
Fisuc_1873,1.2858
Fisuc_1874,236.5848
Fisuc_1875,698.1823
Fisuc_1876,105.4345
Fisuc_1877,560.6031
Fisuc_1878,199.2970
Fisuc_1879,257.1574
Fisuc_1880,3.8574
Fisuc_1881,194.1538
Fisuc_1882,48.8599
Fisuc_1883,153.0086
Fisuc_1884,27.0015
Fisuc_1885,43.7168
Fisuc_1886,106.7203
Fisuc_1887,69.4325
Fisuc_1889,16.7152
Fisuc_1890,3.8574
Fisuc_1891,646.7508
Fisuc_1892,1503.0849
Fisuc_1893,2517.5708
Fisuc_1894,586.3188
Fisuc_1895,516.8864
Fisuc_1896,183.8675
Fisuc_1897,185.1533
Fisuc_1898,1648.3789
Fisuc_1899,34.7162
Fisuc_1900,636.4645
Fisuc_1901,39.8594
Fisuc_1902,9.0005
Fisuc_1903,32.1447
Fisuc_1904,24.4300
Fisuc_1906,348.4483
Fisuc_1907,452.5970
Fisuc_1908,54.0031
Fisuc_1909,9.0005
Fisuc_1910,19.2868
Fisuc_1911,3.8574
Fisuc_1912,84.8619
Fisuc_1913,88.7193
Fisuc_1914,100.2914
Fisuc_1915,36.0020
Fisuc_1916,117.0066
Fisuc_1917,66.8609
Fisuc_1918,92.5767
Fisuc_1919,77.1472
Fisuc_1920,101.5772
Fisuc_1921,9.0005
Fisuc_1922,90.0051
Fisuc_1923,128.5787
Fisuc_1924,64.2893
Fisuc_1925,266.1579
Fisuc_1926,64.2893
Fisuc_1927,52.7173
Fisuc_1928,34.7162
Fisuc_1929,29.5731
Fisuc_1930,38.5736
Fisuc_1931,137.5792
Fisuc_1932,555.4600
Fisuc_1933,56.5746
Fisuc_1935,34.7162
Fisuc_1936,101.5772
Fisuc_1937,70.7183
Fisuc_1938,10.2863
Fisuc_1939,82.2904
Fisuc_1940,75.8614
Fisuc_1941,54.0031
Fisuc_1942,119.5782
Fisuc_1943,11.5721
Fisuc_1944,50.1457
Fisuc_1945,230.1559
Fisuc_1947,19.2868
Fisuc_1948,433.3102
Fisuc_1949,96.4340
Fisuc_1951,36.0020
Fisuc_1953,455.1686
Fisuc_1954,82.2904
Fisuc_1955,655.7513
Fisuc_1956,25.7157
Fisuc_1957,0.0000
Fisuc_1958,25.7157
Fisuc_1959,153.0086
Fisuc_1961,126.0071
Fisuc_1962,90.0051
Fisuc_1963,104.1487
Fisuc_1964,1.2858
Fisuc_1965,293.1594
Fisuc_1966,29.5731
Fisuc_1967,12.8579
Fisuc_1968,30.8589
Fisuc_1970,15.4294
Fisuc_1971,7.7147
Fisuc_1972,9.0005
Fisuc_1973,9.0005
Fisuc_1974,101.5772
Fisuc_1975,59.1462
Fisuc_1976,5.1431
Fisuc_1977,18.0010
Fisuc_1978,60.4320
Fisuc_1979,2677.0084
Fisuc_1980,136.2934
Fisuc_1981,392.1650
Fisuc_1982,24.4300
Fisuc_1983,23.1442
Fisuc_1984,18.0010
Fisuc_1985,11.5721
Fisuc_1986,91.2909
Fisuc_1987,52.7173
Fisuc_1989,6.4289
Fisuc_1990,79.7188
Fisuc_1991,82.2904
Fisuc_1992,131.1503
Fisuc_1993,48.8599
Fisuc_1994,124.7213
Fisuc_1995,56.5746
Fisuc_1996,83.5762
Fisuc_1997,37.2878
Fisuc_1998,39.8594
Fisuc_1999,111.8635
Fisuc_2000,244.2995
Fisuc_2001,122.1498
Fisuc_2002,34.7162
Fisuc_2004,11.5721
Fisuc_2005,156.8660
Fisuc_2006,10.2863
Fisuc_2007,48.8599
Fisuc_2008,48.8599
Fisuc_2009,0.0000
Fisuc_2010,20.5726
Fisuc_2011,123.4355
Fisuc_2012,366.4493
Fisuc_2013,186.4391
Fisuc_2014,9.0005
Fisuc_2015,272.5868
Fisuc_2016,173.5812
Fisuc_2017,72.0041
Fisuc_2018,154.2944
Fisuc_2019,172.2955
Fisuc_2020,186.4391
Fisuc_2021,276.4442
Fisuc_2022,1263.9286
Fisuc_2023,151.7229
Fisuc_2024,5.1431
Fisuc_2025,93.8624
Fisuc_2026,144.0081
Fisuc_2027,29.5731
Fisuc_2028,218.5838
Fisuc_2029,39.8594
Fisuc_2030,46.2883
Fisuc_2031,410.1660
Fisuc_2032,676.3239
Fisuc_2033,70.7183
Fisuc_2034,313.7320
Fisuc_2035,124.7213
Fisuc_2036,25.7157
Fisuc_2037,6.4289
Fisuc_2038,243.0137
Fisuc_2039,129.8645
Fisuc_2040,66.8609
Fisuc_2041,3390.6202
Fisuc_2042,380.5929
Fisuc_2043,36.0020
Fisuc_2044,75.8614
Fisuc_2045,68.1467
Fisuc_2046,42.4310
Fisuc_2047,129.8645
Fisuc_2048,129.8645
Fisuc_2049,133.7218
Fisuc_2050,20.5726
Fisuc_2051,63.0036
Fisuc_2052,126.0071
Fisuc_2053,27.0015
Fisuc_2054,118.2924
Fisuc_2055,6.4289
Fisuc_2056,51.4315
Fisuc_2058,20.5726
Fisuc_2059,54.0031
Fisuc_2060,15.4294
Fisuc_2061,36.0020
Fisuc_2063,18.0010
Fisuc_2064,9.0005
Fisuc_2065,46.2883
Fisuc_2066,196.7254
Fisuc_2067,304.7315
Fisuc_2068,1109.6341
Fisuc_2069,379.3071
Fisuc_2070,47.5741
Fisuc_2071,114.4350
Fisuc_2072,59.1462
Fisuc_2073,34.7162
Fisuc_2074,56.5746
Fisuc_2075,11.5721
Fisuc_2076,10.2863
Fisuc_2077,5.1431
Fisuc_2078,34.7162
Fisuc_2079,14.1437
Fisuc_2080,217.2980
Fisuc_2081,120.8640
Fisuc_2082,23.1442
Fisuc_2083,36.0020
Fisuc_2084,52.7173
Fisuc_2085,122.1498
Fisuc_2086,12.8579
Fisuc_2087,136.2934
Fisuc_2088,307.3031
Fisuc_2089,165.8665
Fisuc_2090,162.0092
Fisuc_2092,29.5731
Fisuc_2093,19.2868
Fisuc_2094,27.0015
Fisuc_2095,97.7198
Fisuc_2096,19.2868
Fisuc_2097,455.1686
Fisuc_2098,48.8599
Fisuc_2099,46.2883
Fisuc_2101,1.2858
Fisuc_2102,7.7147
Fisuc_2103,23.1442
Fisuc_2104,45.0025
Fisuc_2105,9.0005
Fisuc_2106,11.5721
Fisuc_2107,14.1437
Fisuc_2109,43.7168
Fisuc_2110,77.1472
Fisuc_2111,119.5782
Fisuc_2113,141.4366
Fisuc_2114,38.5736
Fisuc_2115,38.5736
Fisuc_2116,16.7152
Fisuc_2117,20.5726
Fisuc_2118,18.0010
Fisuc_2119,253.3000
Fisuc_2120,622.3209
Fisuc_2121,127.2929
Fisuc_2122,102.8630
Fisuc_2123,1.2858
Fisuc_2124,308.5889
Fisuc_2125,285.4447
Fisuc_2126,299.5884
Fisuc_2127,136.2934
Fisuc_2128,100.2914
Fisuc_2129,52.7173
Fisuc_2130,86.1477
Fisuc_2131,100.2914
Fisuc_2132,100.2914
Fisuc_2133,12.8579
Fisuc_2134,16.7152
Fisuc_2135,10.2863
Fisuc_2136,63.0036
Fisuc_2137,87.4335
Fisuc_2138,69.4325
Fisuc_2139,74.5756
Fisuc_2140,20.5726
Fisuc_2141,95.1482
Fisuc_2142,149.1513
Fisuc_2143,140.1508
Fisuc_2144,370.3066
