Gene	T389pH67_1	T401pH67_2	T455pH67_3	T642pH61_1	T665pH61_2	T672pH61_3	T652pH565_1	T671pH565_2	T699pH565_3	T723pH565_4
Fisuc_2451	72.0041	46.5864	71.1241	38.4763	77.8783	95.0726	119.1591	130.4707	131.4920	119.4594
Fisuc_2452	164.5807	263.9894	199.4014	147.1152	183.6753	176.3165	234.1188	231.0538	217.5299	185.9820
Fisuc_2453	18.0010	12.9407	16.5109	6.7899	8.8164	15.5573	12.0734	17.8176	17.8569	14.5225
Fisuc_2454	23.1442	23.2932	27.9416	36.2130	22.0410	29.3861	34.1205	25.8642	29.7616	28.1081
Fisuc_2455	82.2904	95.7609	64.7737	63.3727	64.6537	86.4296	36.2202	28.1633	47.0774	31.8559
Fisuc_2456	77.1472	159.1701	81.2846	88.2691	108.7358	148.6590	92.3877	116.1017	105.5182	103.5315
Fisuc_2457	14.1437	20.7051	13.9708	24.8964	27.9186	34.5719	17.8476	20.1166	22.7270	26.7027
Fisuc_2458	2.5716	7.7644	10.1606	2.2633	8.8164	10.3716	14.6980	10.3457	7.5757	8.9009
Fisuc_2460	163.2949	135.8769	187.9707	83.7425	95.5112	98.5298	260.3653	283.3571	306.2735	239.3874
Fisuc_2461	69.4325	38.8220	99.0656	86.0058	77.8783	84.7011	36.2202	41.3828	33.0083	36.5405
Fisuc_2462	469.3122	403.7485	722.6712	581.6708	709.7214	668.9655	1405.2378	1300.1089	1570.3279	1225.0449
Fisuc_2463	51.4315	33.6457	87.6350	95.0590	111.6746	82.9725	157.4790	129.8959	169.3703	131.1712
Fisuc_2464	21.8584	34.9398	35.5620	67.8993	57.3067	53.5864	25.7216	25.8642	29.2204	39.8198
Fisuc_2465	7.7147	7.7644	11.4307	15.8432	10.2858	13.8287	9.9737	5.1728	9.1990	7.4955
Fisuc_2466	28.2873	23.2932	27.9416	29.4230	16.1634	27.6575	41.9944	35.6352	40.0428	39.3513
Fisuc_2467	16.7152	51.7626	34.2920	29.4230	30.8575	51.8578	76.6398	64.3732	68.7221	70.7387
Fisuc_2468	6.4289	9.0585	7.6204	9.0532	5.8776	5.1858	14.6980	10.3457	18.3981	16.3964
Fisuc_2469	12.8579	14.2347	20.3212	20.3698	32.3269	29.3861	42.5193	36.7847	45.9951	42.1622
Fisuc_2470	47.5741	76.3499	54.6131	81.4792	83.7559	100.2584	61.9417	71.8451	60.6054	76.3604
Fisuc_2471	86.1477	60.8211	106.6861	160.6950	166.0425	169.4021	120.7339	102.8822	124.9985	132.1081
Fisuc_2472	92.5767	85.4083	148.5985	153.9051	130.7768	138.2874	236.2185	253.4695	246.7504	250.1621
Fisuc_2474	142.7224	84.1143	147.3284	83.7425	74.9395	65.6865	48.8185	54.6023	56.8175	50.5946
Fisuc_2475	69.4325	82.8202	54.6131	49.7928	29.3880	29.3861	26.7714	31.6118	15.1513	19.6757
Fisuc_2476	186.4391	301.5173	175.2700	76.9526	85.2253	91.6154	83.4639	76.4432	74.1333	77.7658
Fisuc_2477	155.5802	76.3499	181.6204	99.5857	95.5112	84.7011	38.8448	56.3266	62.2287	48.2522
Fisuc_2478	88.7193	41.4101	102.8759	52.0561	55.8373	63.9579	40.9445	29.8876	36.2550	37.0090
Fisuc_2479	122.1498	32.3516	147.3284	29.4230	70.5313	55.3150	28.3462	32.7614	34.6316	31.3874
Fisuc_2480	38.5736	9.0585	33.0219	40.7396	49.9597	43.2148	28.8712	25.8642	24.3504	24.3604
Fisuc_2481	69.4325	55.6448	86.3649	65.6360	51.4291	81.2439	49.8684	64.9480	61.6876	63.7117
Fisuc_2482	774.0437	1228.0684	635.0362	841.9515	971.2750	791.6956	678.2096	592.5784	611.4647	607.1351
Fisuc_2483	14.1437	25.8813	11.4307	9.0532	19.1022	15.5573	30.9709	27.0138	34.0905	32.3243
Fisuc_2484	480.8843	78.9380	563.9121	99.5857	167.5119	143.4732	17.3227	17.2428	23.8092	42.6306
Fisuc_2485	34.7162	10.3525	15.2409	6.7899	8.8164	8.6430	3.6745	1.7243	5.4112	10.3063
Fisuc_2486	124.7213	148.8176	82.5547	151.6418	160.1649	150.3876	101.3115	98.8589	96.8603	85.2613
Fisuc_2487	20.5726	40.1160	40.6423	27.1597	41.1433	32.8433	20.9972	20.6914	23.8092	25.2973
Fisuc_2488	83.5762	95.7609	76.2043	151.6418	152.8178	134.8303	154.3294	122.4240	130.4097	132.5766
Fisuc_2489	209.5833	183.7573	190.5109	294.2303	213.0633	219.5313	221.5205	207.4886	242.9625	255.7838
Fisuc_2490	461.5975	485.2746	464.8465	552.2477	473.1476	394.1192	375.8499	346.0060	359.3032	314.8108
Fisuc_2491	159.4376	218.6971	176.5401	95.0590	101.3888	107.1728	97.1121	117.2512	86.5791	69.8018
Fisuc_2492	349.7340	454.2171	358.1604	264.8073	249.7984	286.9464	114.4348	146.5640	106.6005	89.4775
Fisuc_2493	743.1849	936.9036	703.6201	420.9757	492.2498	558.3355	230.4443	239.6752	208.3309	200.0360
Fisuc_2494	120.8640	142.3472	127.0072	99.5857	92.5724	77.7867	84.5137	89.0879	68.1810	73.0811
Fisuc_2495	7.7147	9.0585	11.4307	22.6331	14.6940	22.4717	17.8476	8.6214	12.9869	12.1802
Fisuc_2496	34.7162	60.8211	39.3722	49.7928	57.3067	51.8578	35.1703	44.2566	45.9951	32.3243
Fisuc_2497	42.4310	47.8804	69.8540	61.1094	61.7149	53.5864	70.8656	78.1675	65.4754	51.5315
Fisuc_2498	21.8584	34.9398	21.5912	72.4259	47.0209	41.4862	46.1938	37.9342	47.6185	32.7928
Fisuc_2499	24.4300	33.6457	15.2409	31.6863	47.0209	41.4862	53.5429	44.8313	47.6185	38.4144
Fisuc_2500	82.2904	78.9380	54.6131	74.6892	57.3067	41.4862	420.9939	489.6962	445.8822	412.2522
Fisuc_2501	16.7152	24.5872	26.6715	20.3698	16.1634	13.8287	319.6824	305.7727	303.0268	282.0180
Fisuc_2503	230.1559	231.6378	207.0218	305.5469	337.9625	285.2178	167.9776	221.2829	223.4822	141.4775
Fisuc_2504	20.5726	46.5864	31.7518	27.1597	20.5716	29.3861	37.2700	23.5652	17.3158	16.3964
Fisuc_2505	12.8579	19.4110	10.1606	27.1597	29.3880	24.2003	17.8476	15.5185	13.5280	16.8649
Fisuc_2506	153.0086	192.8158	128.2773	104.1123	95.5112	98.5298	87.1384	67.8218	67.6399	111.4955
Fisuc_2507	75.8614	90.5846	54.6131	38.4763	30.8575	55.3150	39.8947	33.9109	31.9260	34.6667
Fisuc_2508	24.4300	21.9991	13.9708	11.3166	10.2858	8.6430	12.5983	12.0700	8.1168	13.5856
Fisuc_2509	2394.1353	2142.9728	2383.9259	2046.0326	1993.9790	1967.1388	1215.7380	1171.9372	1148.2550	904.6125
Fisuc_2511	41.1452	47.8804	67.3138	33.9497	44.0821	43.2148	38.8448	40.2333	33.5494	45.4414
Fisuc_2512	16.7152	28.4694	21.5912	24.8964	17.6328	36.3005	28.8712	28.1633	22.1859	21.5495
Fisuc_2513	21.8584	46.5864	31.7518	45.2662	48.4903	46.6720	47.2437	37.9342	44.3718	58.5586
Fisuc_2514	6.4289	9.0585	7.6204	13.5799	14.6940	3.4572	12.5983	12.6447	9.1990	12.1802
Fisuc_2515	70.7183	76.3499	54.6131	101.8490	69.0619	81.2439	126.5081	159.7835	143.3966	235.1711
Fisuc_2516	97.7198	152.6998	104.1459	176.5382	129.3074	159.0306	114.4348	124.1483	130.9508	151.7838
Fisuc_2517	9.0005	23.2932	10.1606	6.7899	5.8776	6.9144	11.5485	14.9438	9.7401	15.9279
Fisuc_2518	18.0010	31.0576	7.6204	15.8432	30.8575	15.5573	74.0151	53.4528	73.0511	67.9279
Fisuc_2519	122.1498	138.4650	160.0291	196.9080	144.0014	181.5023	303.9345	274.7357	346.8574	315.2792
Fisuc_2520	131.1503	141.0532	252.7444	153.9051	164.5731	179.7737	202.0981	187.9468	202.9197	158.3423
Fisuc_2521	252.0142	194.1099	367.0509	323.6534	333.5543	369.9189	358.5272	374.7440	463.1980	339.6396
Fisuc_2522	59.1462	47.8804	54.6131	47.5295	42.6127	17.2859	35.6952	39.0837	43.8307	27.6396
Fisuc_2523	46.2883	38.8220	46.9927	43.0029	32.3269	53.5864	51.4431	68.9713	55.7353	69.3333
Fisuc_2524	267.4437	204.4624	250.2043	187.8548	258.6148	247.1888	111.8101	118.9755	102.2715	96.5045
Fisuc_2525	253.3000	221.2852	219.7225	239.9109	263.0230	250.6460	281.3625	261.5162	324.1304	306.3783
Fisuc_2526	32.1447	37.5279	16.5109	72.4259	82.2865	58.7722	319.6824	300.0251	315.4725	401.4774
Fisuc_2527	248.1569	253.6369	196.8612	353.0764	365.8812	286.9464	213.6465	235.0772	252.7027	228.1441
Fisuc_2528	34.7162	43.9982	24.1314	43.0029	66.1231	58.7722	62.9916	45.9809	37.3372	39.8198
Fisuc_2529	14.1437	19.4110	22.8613	36.2130	42.6127	38.0290	35.1703	50.5789	38.4195	47.3153
Fisuc_2530	6.4289	15.5288	13.9708	6.7899	7.3470	6.9144	11.0235	7.4719	11.9046	10.3063
Fisuc_2531	52.7173	50.4686	105.4160	70.1626	73.4701	86.4296	87.6633	91.9617	106.6005	99.3153
Fisuc_2532	23.1442	25.8813	24.1314	15.8432	19.1022	19.0145	15.2230	12.0700	12.4457	11.7117
Fisuc_2533	1006.7712	1322.5351	774.7442	728.7859	718.5378	753.6665	606.2942	679.9420	534.0847	614.6306
Fisuc_2534	311.1604	150.1116	214.6422	63.3727	91.1029	86.4296	35.6952	45.9809	42.2073	48.2522
Fisuc_2535	277.7300	196.6980	285.7663	368.9196	298.2887	295.5894	109.1855	118.9755	98.4837	110.5585
Fisuc_2536	221.1554	270.4597	267.9853	325.9167	305.6357	364.7331	166.4028	229.3296	194.8029	257.1892
Fisuc_2537	141.4366	93.1727	99.0656	63.3727	82.2865	50.1292	53.0179	55.7518	48.1596	37.9459
Fisuc_2538	545.1737	386.9256	660.4376	554.5110	465.8006	525.4923	345.4040	350.0293	333.3294	393.9819
Fisuc_2539	123.4355	160.4641	119.3868	76.9526	91.1029	51.8578	82.9390	82.1908	74.6745	65.5856
Fisuc_2540	19.2868	27.1754	15.2409	15.8432	16.1634	20.7431	38.8448	43.1071	40.5839	32.7928
Fisuc_2541	12.8579	34.9398	17.7810	2.2633	14.6940	17.2859	28.3462	32.7614	23.8092	16.8649
Fisuc_2542	19.2868	29.7635	22.8613	2.2633	7.3470	1.7286	8.3989	13.2195	4.3290	9.3694
Fisuc_2543	666.0376	569.3889	812.8463	955.1170	864.0086	879.8538	553.2763	600.0503	633.6506	614.1621
Fisuc_2544	114.4350	81.5261	120.6569	113.1655	86.6947	79.5153	91.3378	90.2374	81.7090	88.5405
Fisuc_2545	24.4300	15.5288	16.5109	20.3698	24.9798	15.5573	23.0969	26.4390	28.6793	19.6757
Fisuc_2546	113.1493	124.2303	97.7956	167.4850	151.3484	141.7446	136.4818	129.8959	106.0594	121.8018
Fisuc_2547	92.5767	124.2303	95.2554	86.0058	80.8171	84.7011	92.9126	90.2374	105.5182	121.8018
Fisuc_2548	136.2934	182.4633	80.0146	67.8993	88.1641	136.5588	138.0566	131.0455	116.3406	100.7207
Fisuc_2549	138.8650	225.1674	59.6934	58.8461	63.1843	57.0436	377.9496	270.1376	224.0234	165.3694
Fisuc_2550	303.4457	301.5173	240.0437	439.0822	383.5140	326.7041	280.8376	314.3941	333.8705	266.0901
Fisuc_2551	36.0020	68.5855	25.4014	40.7396	22.0410	29.3861	39.8947	33.3361	30.3027	31.3874
Fisuc_2552	626.1782	1123.2490	802.6858	420.9757	531.9237	649.9510	535.4287	506.9390	439.3888	493.7657
Fisuc_2553	276.4442	296.3410	307.3575	303.2836	271.8394	264.4747	303.4096	355.7769	397.7226	310.5946
Fisuc_2554	725.1838	1044.3110	725.2113	787.6320	695.0273	648.2224	661.4119	633.3864	597.3956	692.8648
Fisuc_2555	690.4676	794.5563	669.3282	185.5915	217.4716	240.2744	405.2460	475.3272	408.0039	289.0450
Fisuc_2556	147.8655	223.8734	158.7590	138.0619	139.5932	121.0015	109.1855	117.8260	100.1071	115.2432
Fisuc_2557	68.1467	59.5270	110.4963	74.6892	82.2865	84.7011	54.5927	92.5365	89.2847	80.1081
Fisuc_2558	129.8645	142.3472	187.9707	224.0677	393.7998	456.3485	495.5340	601.1998	650.9664	580.4324
Fisuc_2559	27.0015	63.4092	40.6423	99.5857	98.4500	69.1437	191.0745	183.3487	181.8161	173.8018
Fisuc_2560	101.5772	102.2312	76.2043	113.1655	141.0626	115.8157	126.5081	105.1812	104.9771	97.9099
Fisuc_2561	56.5746	33.6457	34.2920	79.2159	95.5112	46.6720	60.8919	40.8080	50.3241	51.0631
Fisuc_2562	574.7468	504.6856	806.4960	975.4868	866.9474	824.5388	795.2691	742.0162	855.5095	924.2882
Fisuc_2563	15.4294	20.7051	3.8102	6.7899	2.9388	8.6430	12.5983	10.9205	12.9869	7.4955
Fisuc_2564	203.1543	267.8716	224.8028	183.3281	227.7574	210.8883	91.8628	112.6531	107.1416	109.1531
Fisuc_2565	61.7178	21.9991	36.8321	24.8964	19.1022	15.5573	9.9737	7.4719	11.3635	7.4955
Fisuc_2566	72.0041	73.7617	80.0146	95.0590	96.9806	121.0015	89.7630	86.7889	88.7435	92.7567
Fisuc_2567	21.8584	18.1169	25.4014	4.5266	22.0410	29.3861	11.0235	16.6681	14.0691	13.1171
Fisuc_2568	18.0010	24.5872	11.4307	11.3166	7.3470	17.2859	11.0235	12.0700	9.1990	9.3694
Fisuc_2569	18.0010	27.1754	20.3212	11.3166	19.1022	10.3716	13.6482	19.5419	11.9046	19.2072
Fisuc_2570	39.8594	38.8220	34.2920	56.5828	26.4492	32.8433	26.7714	26.4390	26.5148	38.4144
Fisuc_2571	11.5721	24.5872	15.2409	20.3698	22.0410	29.3861	36.7451	41.3828	39.5017	84.7928
Fisuc_2572	145.2939	125.5244	142.2481	110.9022	119.0216	148.6590	76.6398	86.2141	82.2501	87.6036
Fisuc_2573	23.1442	21.9991	22.8613	11.3166	10.2858	8.6430	19.4224	23.5652	22.7270	27.1712
Fisuc_2574	209.5833	181.1692	240.0437	165.2217	145.4708	174.5879	210.4970	206.9139	255.9494	266.5585
Fisuc_2575	144.0081	98.3490	132.0875	160.6950	142.5320	148.6590	209.4471	190.2458	207.7898	279.6756
Fisuc_2576	298.3026	216.1090	266.7152	221.8044	208.6551	191.8738	175.3266	171.2787	216.4477	218.7747
Fisuc_2577	288.0163	371.3969	293.3867	389.2894	432.0043	342.2614	540.6780	491.4205	610.3825	524.2162
Fisuc_2578	135.0076	133.2888	82.5547	144.8519	104.3276	100.2584	162.2034	146.5640	172.6170	160.6847
Fisuc_2579	120.8640	137.1710	123.1970	110.9022	105.7970	115.8157	110.7602	111.5036	122.2929	108.6847
Fisuc_2580	42.4310	63.4092	21.5912	18.1065	5.8776	15.5573	14.1731	10.9205	10.8224	14.9910
Fisuc_2581	331.7330	416.6892	266.7152	210.4879	218.9410	217.8027	190.5496	186.2225	176.4049	160.6847
Fisuc_2582	106.7203	86.7024	170.1897	215.0145	191.0223	219.5313	362.2017	350.0293	425.8608	492.3603
Fisuc_2583	11.5721	21.9991	24.1314	33.9497	20.5716	27.6575	34.1205	32.7614	45.9951	35.1351
Fisuc_2584	37.2878	18.1169	19.0511	29.4230	41.1433	39.7576	53.0179	55.7518	70.3455	52.9369
Fisuc_2585	37.2878	46.5864	52.0730	49.7928	51.4291	53.5864	103.9362	95.4103	100.1071	74.4865
Fisuc_2586	43.7168	34.9398	78.7445	43.0029	38.2045	63.9579	80.3143	82.7656	99.0248	78.7027
Fisuc_2587	51.4315	40.1160	67.3138	56.5828	64.6537	57.0436	116.5345	114.9522	119.0462	100.2522
Fisuc_2588	110.5777	111.2897	146.0583	126.7454	146.9402	131.3731	97.6370	101.1579	100.6482	104.0000
Fisuc_2589	5.1431	5.1763	3.8102	9.0532	8.8164	5.1858	19.9473	20.6914	18.3981	16.3964
Fisuc_2590	1.2858	2.5881	0.0000	2.2633	0.0000	0.0000	6.2992	10.3457	4.8701	7.9640
Fisuc_2591	156.8660	129.4066	121.9270	138.0619	158.6955	188.4166	96.5871	105.7560	101.7304	104.0000
Fisuc_2592	18.0010	34.9398	12.7007	33.9497	17.6328	12.1002	635.6903	746.6143	772.7182	445.5135
Fisuc_2593	3.8574	6.4703	5.0803	15.8432	11.7552	10.3716	12.5983	4.5981	7.0345	5.6216
Fisuc_2594	19.2868	62.1152	39.3722	90.5324	74.9395	60.5008	60.8919	37.9342	33.0083	67.4595
Fisuc_2595	1.2858	0.0000	0.0000	0.0000	4.4082	1.7286	8.3989	12.0700	7.5757	13.5856
Fisuc_2597	78.4330	103.5253	111.7664	149.3785	133.7156	150.3876	85.5636	94.2608	124.9985	102.5946
Fisuc_2598	19.2868	43.9982	7.6204	11.3166	23.5104	10.3716	8.3989	4.5981	3.7878	8.4324
Fisuc_2599	294.4452	288.5767	317.5181	380.2361	380.5752	432.1482	213.1216	221.8577	235.3869	252.5045
Fisuc_2600	11.5721	14.2347	12.7007	24.8964	19.1022	10.3716	17.3227	12.0700	18.3981	15.4595
Fisuc_2601	7.7147	11.6466	11.4307	4.5266	7.3470	6.9144	20.9972	21.8409	18.9392	18.2703
Fisuc_2602	19.2868	10.3525	24.1314	22.6331	27.9186	17.2859	46.1938	17.8176	31.9260	47.3153
Fisuc_2603	16.7152	12.9407	21.5912	22.6331	8.8164	15.5573	37.2700	28.1633	40.5839	32.3243
Fisuc_2604	20.5726	21.9991	33.0219	36.2130	49.9597	44.9434	60.8919	44.8313	73.0511	60.4324
Fisuc_2605	59.1462	67.2914	88.9051	95.0590	121.9604	112.3585	148.0303	108.0550	152.5956	148.0360
Fisuc_2606	25.7157	33.6457	36.8321	61.1094	69.0619	67.4151	46.1938	45.4061	54.6530	52.9369
Fisuc_2607	16.7152	23.2932	13.9708	20.3698	17.6328	27.6575	26.7714	23.5652	21.1036	34.1982
Fisuc_2608	25.7157	37.5279	16.5109	20.3698	17.6328	20.7431	19.4224	23.5652	20.5625	18.2703
Fisuc_2609	42.4310	54.3508	52.0730	63.3727	72.0007	96.8012	58.7922	71.2703	60.0642	72.1441
Fisuc_2610	20.5726	28.4694	46.9927	40.7396	30.8575	19.0145	15.7479	18.3923	17.8569	23.8919
Fisuc_2611	270.0153	357.1621	269.2553	364.3930	355.5954	338.8042	359.0522	298.8756	355.5153	354.6306
Fisuc_2612	131.1503	166.9345	147.3284	106.3756	102.8582	136.5588	111.8101	102.3074	93.6136	71.6757
Fisuc_2613	221.1554	274.3419	226.0729	217.2778	204.2469	229.9029	208.9222	197.1429	182.3572	156.4685
Fisuc_2614	59.1462	87.9965	71.1241	74.6892	76.4089	82.9725	55.6426	61.4994	48.7007	55.7477
Fisuc_2615	596.6051	957.6086	566.4523	436.8189	440.8207	601.5504	437.2667	454.0610	407.4628	377.1171
Fisuc_2616	129.8645	21.9991	125.7372	31.6863	23.5104	31.1147	6.8241	12.0700	5.9523	7.9640
Fisuc_2617	21.8584	33.6457	52.0730	18.1065	32.3269	19.0145	12.5983	8.6214	15.1513	7.0270
Fisuc_2619	48.8599	36.2338	35.5620	36.2130	41.1433	32.8433	15.2230	12.6447	9.7401	14.9910
Fisuc_2620	113.1493	107.4075	92.7153	129.0087	116.0828	72.6009	27.2964	31.0371	38.4195	41.2252
Fisuc_2621	20.5726	6.4703	36.8321	29.4230	19.1022	19.0145	4.1994	8.6214	10.8224	13.1171
Fisuc_2622	48.8599	28.4694	52.0730	22.6331	22.0410	29.3861	15.2230	11.4952	20.0214	18.2703
Fisuc_2623	32.1447	6.4703	31.7518	27.1597	7.3470	6.9144	7.3490	6.8971	7.0345	12.6486
Fisuc_2624	2313.1307	1987.6849	2453.7799	2516.8011	2421.5751	2345.7007	1490.8014	1359.8840	1516.7571	1635.4232
Fisuc_2625	6.4289	9.0585	10.1606	18.1065	5.8776	1.7286	11.5485	13.7943	9.7401	8.4324
Fisuc_2626	60.4320	49.1745	49.5328	47.5295	52.8985	67.4151	52.4930	40.8080	48.7007	44.5045
Fisuc_2627	91.2909	75.0558	111.7664	58.8461	47.0209	60.5008	41.9944	55.1770	48.7007	52.4685
Fisuc_2628	123.4355	85.4083	119.3868	158.4317	176.3283	134.8303	140.1563	141.9659	132.0331	165.3694
Fisuc_2629	65.5751	53.0567	69.8540	72.4259	67.5925	100.2584	229.9194	213.2363	204.5431	219.2432
Fisuc_2631	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	14.1731	20.6914	17.8569	5.6216
Fisuc_2632	0.0000	6.4703	1.2701	0.0000	1.4694	1.7286	17.8476	11.4952	18.9392	14.0541
Fisuc_2634	0.0000	0.0000	0.0000	0.0000	1.4694	0.0000	9.9737	9.1962	9.7401	6.5586
Fisuc_2635	232.7274	367.5147	222.2627	205.9612	185.1447	210.8883	171.6521	202.3158	176.9460	127.8919
Fisuc_2636	6.4289	11.6466	5.0803	4.5266	8.8164	1.7286	14.1731	20.1166	16.7747	14.5225
Fisuc_2637	162.0092	183.7573	106.6861	79.2159	105.7970	96.8012	169.5524	132.1950	134.1976	110.5585
Fisuc_2638	24.4300	10.3525	10.1606	9.0532	8.8164	15.5573	27.2964	18.3923	16.7747	22.0180
Fisuc_2639	217.2980	254.9309	177.8101	267.0706	229.2268	229.9029	181.6258	182.7739	181.8161	174.7387
Fisuc_2640	847.3336	1189.2464	781.0945	452.6621	722.9460	810.7101	272.4387	304.6232	255.9494	212.2162
Fisuc_2641	10.2863	6.4703	6.3504	15.8432	10.2858	13.8287	7.3490	9.1962	5.9523	5.6216
Fisuc_2642	24.4300	32.3516	31.7518	20.3698	17.6328	29.3861	23.6219	23.5652	20.0214	21.5495
Fisuc_2643	33.4305	36.2338	38.1022	22.6331	35.2657	36.3005	48.8185	50.0042	55.1942	37.9459
Fisuc_2644	181.2960	243.2844	198.1313	110.9022	126.3686	176.3165	90.2880	94.8355	73.5922	64.6486
Fisuc_2645	30.8589	20.7051	17.7810	24.8964	29.3880	22.4717	37.7950	36.7847	36.2550	28.1081
Fisuc_2646	28.2873	56.9389	19.0511	36.2130	33.7963	24.2003	62.4667	79.3170	60.6054	41.6937
Fisuc_2648	381.8787	437.3942	396.2626	201.4346	233.6350	240.2744	270.3390	309.7961	322.5070	351.3513
Fisuc_2649	113.1493	141.0532	81.2846	129.0087	158.6955	159.0306	453.0146	259.2171	402.0516	418.3423
Fisuc_2650	727.7554	794.5563	842.0580	984.5400	1040.3369	1031.9700	1777.4132	1571.3960	2069.7810	1493.0088
Fisuc_2651	1080.0610	1329.0055	1317.0651	1097.7055	1369.4830	1261.8729	2059.3007	2139.2596	2416.6384	1841.5493
Fisuc_2652	993.9133	1472.6468	1184.9775	1439.4654	1581.0770	1453.7467	2636.1988	2064.5407	2822.4778	2473.5132
Fisuc_2653	923.1950	1347.1224	1078.2915	1645.4266	1657.4859	1356.9455	1959.0390	1465.6400	1981.5785	1669.6214
Fisuc_2654	513.0290	679.3845	577.8829	753.6824	727.3542	675.8799	1146.4473	1049.5132	1371.7372	975.8197
Fisuc_2655	690.4676	857.9656	819.1967	937.0105	952.1727	862.5679	1888.6984	1706.4648	2101.1659	2018.6304
Fisuc_2656	585.0331	754.4403	748.0726	918.9040	956.5810	879.8538	1923.3438	1627.7225	2073.0277	1487.3872
Fisuc_2657	708.4686	909.7282	793.7952	1023.0163	888.9884	862.5679	1855.1029	1735.2028	2104.4126	1613.8737
Fisuc_2658	171.0097	238.1081	172.7298	267.0706	239.5126	210.8883	591.0713	409.8044	553.0238	369.1531
Fisuc_2659	691.7534	903.2579	695.9997	821.5817	994.7854	765.7667	2103.9197	1728.3057	2192.0739	2098.7385
Fisuc_2660	253.3000	353.2799	234.9634	323.6534	317.3909	345.7186	377.9496	333.9360	341.9873	367.2792
Fisuc_2661	48.8599	68.5855	54.6131	67.8993	61.7149	58.7722	84.5137	66.6723	87.6613	99.7838
Fisuc_2662	138.8650	227.7556	134.6277	264.8073	248.3290	210.8883	189.4998	155.1854	176.4049	206.5946
Fisuc_2663	74.5756	69.8795	64.7737	129.0087	98.4500	84.7011	192.1244	165.5311	193.7207	215.0270
Fisuc_2664	61.7178	107.4075	52.0730	97.3223	92.5724	107.1728	114.4348	102.3074	123.9163	129.2973
Fisuc_2665	128.5787	141.0532	110.4963	172.0116	145.4708	126.1873	156.9541	139.6669	156.3835	156.9369
Fisuc_2666	140.1508	135.8769	109.2262	160.6950	229.2268	181.5023	333.8555	288.5299	389.6058	313.4054
Fisuc_2667	159.4376	269.1657	209.5619	441.3455	399.6774	340.5328	517.5810	412.6782	554.1061	452.0720
Fisuc_2668	235.2990	276.9301	259.0948	468.5052	471.6782	380.2905	523.3553	384.5150	511.3576	460.0360
Fisuc_2669	338.1620	449.0408	327.6787	565.8276	630.3736	551.4212	580.5727	477.0514	591.9844	585.5855
Fisuc_2670	250.7285	273.0479	128.2773	248.9641	149.8790	152.1162	128.0829	107.4803	112.5528	101.1892
Fisuc_2671	381.8787	556.4483	262.9050	509.2448	424.6573	411.4051	199.9984	183.3487	168.8292	217.3693
Fisuc_2672	128.5787	146.2294	175.2700	97.3223	107.2664	131.3731	122.3087	130.4707	138.5265	117.1171
Fisuc_2674	36.0020	38.8220	50.8029	47.5295	33.7963	31.1147	61.4168	56.3266	66.0165	57.6216
Fisuc_2675	10.2863	11.6466	5.0803	13.5799	19.1022	8.6430	20.4723	13.2195	26.5148	24.8288
Fisuc_2676	7.7147	5.1763	12.7007	2.2633	10.2858	10.3716	13.6482	12.0700	19.4803	18.7387
Fisuc_2677	20.5726	11.6466	34.2920	38.4763	26.4492	15.5573	30.9709	18.9671	47.6185	21.0811
Fisuc_2678	12.8579	9.0585	13.9708	6.7899	11.7552	1.7286	15.2230	12.6447	13.5280	14.0541
Fisuc_2679	10.2863	2.5881	6.3504	4.5266	5.8776	3.4572	11.0235	4.5981	9.7401	11.2432
Fisuc_2680	5.1431	11.6466	16.5109	15.8432	8.8164	6.9144	12.5983	14.9438	13.5280	11.2432
Fisuc_2681	5.1431	3.8822	10.1606	4.5266	0.0000	8.6430	5.7742	5.1728	8.6579	14.5225
Fisuc_2682	1.2858	6.4703	5.0803	0.0000	5.8776	3.4572	6.2992	2.2990	5.4112	6.0901
Fisuc_2684	3.8574	2.5881	5.0803	2.2633	2.9388	0.0000	7.8740	4.5981	5.9523	8.4324
Fisuc_2688	0.0000	2.5881	2.5401	2.2633	2.9388	0.0000	11.5485	6.8971	8.6579	4.2162
Fisuc_2690	145.2939	168.2285	218.4525	364.3930	379.1058	309.4181	537.5284	418.4258	573.5864	448.7927
Fisuc_2691	46.2883	36.2338	71.1241	181.0648	124.8992	134.8303	182.1507	148.2883	200.7552	168.6486
Fisuc_2692	334.3046	372.6909	527.0800	783.1054	891.9272	912.6971	1266.6563	1364.4821	1489.7012	1142.1260
Fisuc_2693	65.5751	99.6431	43.1825	52.0561	79.3477	46.6720	100.2616	77.5927	99.5659	105.4054
Fisuc_2694	14.1437	28.4694	17.7810	22.6331	10.2858	20.7431	8.3989	9.1962	9.7401	11.2432
Fisuc_2697	356.1630	454.2171	398.8027	891.7443	743.5176	777.8668	561.6752	736.8433	741.8744	539.6756
Fisuc_2698	180.0102	190.2277	218.4525	244.4375	193.9611	233.3601	248.8169	344.8565	318.1781	274.0540
Fisuc_2699	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	6.2992	12.6447	13.5280	15.4595
Fisuc_2700	82.2904	90.5846	68.5839	92.7957	92.5724	148.6590	175.3266	225.3062	235.9280	172.3964
Fisuc_2701	25.7157	20.7051	16.5109	22.6331	11.7552	25.9289	71.9154	70.6956	68.1810	67.9279
