Gene	T389pH67_1	T401pH67_2	T455pH67_3	T642pH61_1	T665pH61_2	T672pH61_3	T652pH565_1	T671pH565_2	T699pH565_3	T723pH565_4
Fisuc_2703	174.8670	207.0505	215.9123	278.3872	252.7372	188.4166	614.1682	548.3218	698.5849	502.1981
Fisuc_2704	405.0229	472.3340	386.1020	269.3339	271.8394	361.2759	238.8432	248.2967	190.4740	154.5946
Fisuc_2705	3.8574	11.6466	6.3504	9.0532	2.9388	10.3716	4.1994	9.1962	3.2467	13.1171
Fisuc_2706	54.0031	108.7015	59.6934	70.1626	54.3679	67.4151	53.5429	43.6818	50.3241	49.1892
Fisuc_2707	29.5731	10.3525	16.5109	13.5799	8.8164	17.2859	11.5485	12.0700	14.6102	8.4324
Fisuc_2708	29.5731	28.4694	33.0219	83.7425	85.2253	62.2293	59.3171	51.1537	54.1119	71.2072
Fisuc_2709	63.0036	103.5253	45.7226	40.7396	57.3067	58.7722	70.3406	66.6723	60.6054	51.5315
Fisuc_2710	41.1452	47.8804	55.8832	56.5828	39.6739	55.3150	44.0941	58.0508	58.4409	52.4685
Fisuc_2711	38.5736	40.1160	57.1533	29.4230	20.5716	24.2003	15.2230	16.0933	17.3158	25.2973
Fisuc_2712	24.4300	9.0585	29.2117	6.7899	1.4694	10.3716	6.8241	10.3457	7.0345	6.0901
Fisuc_2713	120.8640	58.2330	140.9780	29.4230	32.3269	38.0290	37.2700	45.4061	38.9606	44.9730
Fisuc_2714	30.8589	15.5288	19.0511	20.3698	26.4492	32.8433	26.7714	16.6681	22.7270	20.1441
Fisuc_2715	380.5929	257.5191	314.9780	117.6921	136.6544	162.4877	195.7989	303.4737	188.3095	240.3243
Fisuc_2716	21.8584	32.3516	22.8613	27.1597	38.2045	31.1147	43.0443	42.5323	37.8783	32.7928
Fisuc_2717	61.7178	59.5270	59.6934	65.6360	67.5925	62.2293	40.4196	41.9575	44.9129	51.5315
Fisuc_2718	126.0071	116.4659	101.6058	140.3252	135.1850	138.2874	113.9098	109.2045	114.1762	96.0360
Fisuc_2719	29.5731	38.8220	59.6934	61.1094	61.7149	60.5008	87.6633	78.1675	67.6399	69.3333
Fisuc_2720	421.7381	394.6900	513.1092	488.8750	528.9849	449.4342	369.0258	340.2584	367.9611	304.9729
Fisuc_2721	14.1437	5.1763	3.8102	9.0532	1.4694	19.0145	9.4487	12.0700	8.1168	12.1802
Fisuc_2722	90.0051	72.4677	130.8175	90.5324	80.8171	77.7867	87.1384	89.6627	99.0248	73.5495
Fisuc_2724	14.1437	14.2347	19.0511	43.0029	23.5104	31.1147	29.9210	37.3595	35.1727	33.7297
Fisuc_2725	86.1477	81.5261	119.3868	239.9109	193.9611	153.8448	184.7754	175.3020	188.8506	155.5315
Fisuc_2726	68.1467	72.4677	73.6642	99.5857	145.4708	112.3585	175.3266	158.0592	175.8637	140.5405
Fisuc_2727	48.8599	56.9389	52.0730	49.7928	86.6947	63.9579	138.0566	115.5269	152.5956	93.2252
Fisuc_2728	82.2904	85.4083	90.1751	117.6921	145.4708	122.7301	167.4527	163.8068	195.3440	147.0991
Fisuc_2729	99.0056	109.9956	134.6277	169.7483	191.0223	190.1452	263.5149	261.5162	304.6501	233.2973
Fisuc_2730	90.0051	64.7033	72.3941	63.3727	57.3067	57.0436	46.1938	47.1304	53.0297	47.7838
Fisuc_2731	209.5833	160.4641	210.8320	314.6001	302.6969	343.9900	266.6645	244.2733	262.9839	290.9189
Fisuc_2732	9.0005	10.3525	7.6204	13.5799	5.8776	6.9144	21.5221	20.6914	17.8569	15.9279
Fisuc_2733	33.4305	58.2330	41.9124	33.9497	36.7351	29.3861	37.7950	50.5789	44.3718	31.8559
Fisuc_2734	19.2868	20.7051	24.1314	36.2130	38.2045	36.3005	66.1412	70.6956	79.0034	67.9279
Fisuc_2735	105.4345	151.4057	63.5036	101.8490	107.2664	121.0015	133.3322	129.3212	104.4360	133.5135
Fisuc_2736	96.4340	139.7591	88.9051	54.3194	80.8171	88.1582	39.8947	60.9246	44.9129	42.6306
Fisuc_2737	51.4315	64.7033	48.2628	33.9497	44.0821	34.5719	33.0706	24.7147	29.2204	24.8288
Fisuc_2738	24.4300	40.1160	33.0219	20.3698	11.7552	25.9289	15.2230	18.3923	12.4457	16.3964
Fisuc_2739	119.5782	170.8167	148.5985	79.2159	107.2664	77.7867	71.9154	62.0742	60.0642	62.3063
Fisuc_2740	41.1452	36.2338	21.5912	20.3698	22.0410	15.5573	30.4459	22.9904	24.8915	19.6757
Fisuc_2741	132.4361	141.0532	116.8467	79.2159	77.8783	60.5008	71.9154	96.5598	73.5922	72.1441
Fisuc_2742	90.0051	99.6431	82.5547	113.1655	124.8992	117.5443	93.9625	91.3870	98.4837	106.8108
Fisuc_2743	11.5721	18.1169	8.8905	33.9497	11.7552	25.9289	27.2964	22.9904	20.5625	33.7297
Fisuc_2744	1198.3534	872.2003	1159.5761	1548.1043	1633.9755	1301.6305	882.9324	859.2674	833.8647	921.0089
Fisuc_2745	312.4462	287.2826	284.4962	305.5469	249.7984	186.6880	119.1591	126.4474	119.0462	138.6667
Fisuc_2746	221.1554	33.6457	166.3795	131.2720	76.4089	65.6865	43.0443	103.4569	100.6482	136.3243
Fisuc_2747	258.4432	257.5191	189.2408	255.7541	201.3081	231.6315	153.8045	158.6340	150.9723	192.0721
Fisuc_2748	102.8630	106.1134	80.0146	92.7957	104.3276	88.1582	77.1647	55.1770	62.7698	67.4595
Fisuc_2749	34.7162	42.7042	31.7518	40.7396	35.2657	34.5719	59.3171	65.5227	48.7007	86.6667
Fisuc_2750	255.8716	322.2224	266.7152	140.3252	166.0425	143.4732	191.0745	179.3254	154.2190	153.6576
Fisuc_2751	19.2868	63.4092	33.0219	36.2130	45.5515	34.5719	78.7395	74.1441	57.8998	73.5495
Fisuc_2752	838.3331	652.2091	712.5106	665.4133	645.0676	606.7361	303.9345	378.1926	349.0219	362.1261
Fisuc_2753	231.4416	244.5784	255.2846	239.9109	208.6551	198.7882	118.6342	138.5173	114.1762	124.1441
Fisuc_2754	181.2960	280.8123	115.5766	192.3814	167.5119	171.1307	93.9625	97.1346	91.4491	81.9820
Fisuc_2755	333.0188	131.9947	424.2042	271.5972	221.8798	238.5458	122.8336	157.4845	137.4443	119.9279
Fisuc_2756	231.4416	269.1657	326.4086	321.3901	333.5543	286.9464	247.2421	266.6890	259.1961	233.2973
Fisuc_2757	272.5868	323.5164	302.2772	341.7599	370.2894	451.1628	266.1395	289.1047	281.3820	270.3063
Fisuc_2758	101.5772	131.9947	104.1459	81.4792	77.8783	100.2584	93.4376	91.3870	89.2847	86.6667
Fisuc_2759	182.5817	222.5793	232.4232	312.3368	336.4931	406.2193	425.1934	489.1214	513.5221	425.3693
Fisuc_2760	60.4320	64.7033	67.3138	13.5799	42.6127	25.9289	54.0678	54.6023	51.9474	57.6216
Fisuc_2761	111.8635	115.1718	111.7664	81.4792	79.3477	76.0581	80.3143	82.1908	79.0034	87.1351
Fisuc_2762	675.0381	737.6175	687.1092	425.5024	552.4953	580.8072	376.3749	374.7440	354.9742	285.7657
Fisuc_2763	372.8782	537.0373	283.2261	196.9080	201.3081	155.5734	283.9872	246.5724	234.3046	191.6036
Fisuc_2764	30.8589	20.7051	20.3212	18.1065	11.7552	8.6430	40.9445	36.2099	26.5148	31.8559
Fisuc_2765	54.0031	85.4083	78.7445	40.7396	55.8373	51.8578	59.3171	66.0975	51.4063	51.5315
Fisuc_2766	86.1477	58.2330	82.5547	49.7928	55.8373	58.7722	109.7104	120.1250	112.0117	97.9099
Fisuc_2767	163.2949	106.1134	224.8028	95.0590	66.1231	65.6865	54.5927	70.1208	55.7353	45.9099
Fisuc_2768	264.8721	253.6369	356.8903	251.2275	339.4320	323.2469	514.9564	654.6525	692.6326	466.5945
Fisuc_2769	39.8594	41.4101	60.9635	70.1626	64.6537	70.8723	97.6370	109.7793	134.7387	105.4054
Fisuc_2770	421.7381	724.6768	377.2115	454.9254	515.7602	447.7056	418.3693	364.9731	349.0219	375.7117
Fisuc_2771	25.7157	32.3516	22.8613	24.8964	30.8575	46.6720	17.8476	25.2895	25.4326	29.5135
Fisuc_2772	51.4315	65.9974	87.6350	74.6892	80.8171	81.2439	86.0885	93.6860	88.7435	111.4955
Fisuc_2773	14.1437	7.7644	1.2701	4.5266	5.8776	8.6430	10.4986	10.9205	10.2813	11.7117
Fisuc_2774	675.0381	728.5590	803.9558	436.8189	720.0072	855.6535	909.7038	973.0700	985.9192	680.2161
Fisuc_2775	181.2960	181.1692	168.9196	224.0677	180.7365	255.8318	148.5552	145.9892	151.5134	174.2703
Fisuc_2776	63.0036	62.1152	50.8029	29.4230	42.6127	36.3005	48.8185	37.3595	38.4195	29.9820
Fisuc_2777	69.4325	54.3508	55.8832	70.1626	35.2657	34.5719	51.9681	68.3965	60.6054	61.8378
Fisuc_2778	430.7386	467.1577	434.3648	466.2419	408.4939	492.6490	614.6931	636.2602	596.3134	681.6215
Fisuc_2779	61.7178	51.7626	71.1241	72.4259	60.2455	50.1292	56.6924	44.2566	60.6054	56.6847
Fisuc_2780	221.1554	266.5775	302.2772	183.3281	177.7977	186.6880	239.3681	295.4270	302.4856	214.0901
Fisuc_2781	1.2858	5.1763	1.2701	0.0000	4.4082	3.4572	342.7793	344.8565	331.1650	325.5855
Fisuc_2782	37.2878	40.1160	60.9635	52.0561	42.6127	48.4006	62.9916	72.4199	74.6745	79.6396
Fisuc_2783	11.5721	32.3516	21.5912	24.8964	19.1022	19.0145	35.6952	36.7847	28.6793	43.5676
Fisuc_2785	33.4305	24.5872	24.1314	11.3166	10.2858	15.5573	27.8213	29.8876	27.0560	26.2342
Fisuc_2786	231.4416	499.5094	36.8321	131.2720	158.6955	178.0451	138.0566	181.6244	141.2321	141.0090
Fisuc_2787	275.1584	201.8742	322.5984	178.8015	216.0022	183.2309	138.5815	137.3678	152.0545	161.1531
Fisuc_2788	102.8630	130.7006	90.1751	95.0590	72.0007	89.8868	111.2852	154.6107	135.8209	114.3063
Fisuc_2789	7.7147	3.8822	2.5401	4.5266	1.4694	0.0000	3.1496	6.3224	5.4112	5.6216
Fisuc_2791	108.0061	131.9947	106.6861	138.0619	177.7977	202.2454	156.9541	197.1429	209.9543	179.8919
Fisuc_2792	5.1431	18.1169	10.1606	0.0000	2.9388	1.7286	122.8336	102.3074	79.5445	113.3694
Fisuc_2793	308.5889	249.7547	412.7735	296.4937	279.1865	302.5038	227.2947	306.9223	265.1484	293.2612
Fisuc_2794	61.7178	75.0558	76.2043	63.3727	38.2045	60.5008	24.1468	18.9671	21.1036	24.8288
Fisuc_2795	504.0285	512.4500	777.2843	780.8421	808.1713	942.0832	1149.5968	1455.8691	1330.6121	1254.0899
Fisuc_2796	97.7198	85.4083	138.4379	56.5828	61.7149	67.4151	91.8628	85.0646	86.0380	79.1712
Fisuc_2797	145.2939	143.6413	125.7372	174.2749	133.7156	162.4877	155.3793	144.8397	129.8686	124.6126
Fisuc_2798	28.2873	28.4694	38.1022	27.1597	29.3880	31.1147	30.9709	36.2099	36.7961	29.9820
Fisuc_2799	113.1493	64.7033	170.1897	124.4821	127.8380	100.2584	68.7658	78.1675	83.8735	81.5135
Fisuc_2800	151.7229	37.5279	151.1386	70.1626	49.9597	34.5719	15.2230	7.4719	10.8224	19.6757
Fisuc_2801	505.3143	530.5669	457.2261	479.8218	555.4341	487.4632	510.2320	501.7662	548.6949	516.2522
Fisuc_2802	43.7168	77.6439	26.6715	24.8964	26.4492	29.3861	22.5720	29.8876	32.4672	26.7027
Fisuc_2803	1040.2016	1389.8266	1073.2112	405.1326	368.8200	428.6911	429.9177	446.0144	361.4676	297.4774
Fisuc_2804	930.9097	1156.8947	753.1529	373.4462	358.5342	445.9770	666.1363	715.0024	578.4564	532.6486
Fisuc_2805	3.8574	7.7644	10.1606	4.5266	4.4082	6.9144	48.2936	41.9575	39.5017	44.5045
Fisuc_2806	538.7447	883.8469	360.7006	262.5440	235.1044	266.2033	563.2500	412.1035	355.5153	322.3063
Fisuc_2807	101.5772	178.5811	113.0364	115.4288	96.9806	119.2729	113.9098	106.3307	87.1202	77.2973
Fisuc_2808	20.5726	43.9982	34.2920	20.3698	14.6940	20.7431	12.5983	17.8176	16.2336	17.8018
Fisuc_2809	69.4325	119.0540	57.1533	79.2159	74.9395	57.0436	92.9126	81.6160	83.8735	118.0540
Fisuc_2810	174.8670	223.8734	127.0072	133.5353	154.2873	136.5588	224.1451	187.3720	180.1927	178.0180
Fisuc_2811	1433.6524	1475.2349	1433.9117	479.8218	512.8214	708.7231	773.7469	1086.2979	782.4584	745.3332
Fisuc_2812	155.5802	58.2330	379.7516	527.3513	402.6163	568.7071	171.1272	268.4133	298.6978	219.2432
Fisuc_2814	21.8584	18.1169	20.3212	18.1065	19.1022	22.4717	13.6482	15.5185	14.6102	16.8649
Fisuc_2815	92.5767	97.0549	151.1386	122.2188	121.9604	110.6300	125.4583	142.5407	172.0759	163.9639
Fisuc_2816	500.1711	772.5572	457.2261	319.1268	393.7998	368.1903	292.3860	304.6232	269.4774	269.3693
Fisuc_2817	54.0031	36.2338	39.3722	56.5828	58.7761	63.9579	110.2353	82.7656	97.4015	78.7027
Fisuc_2818	151.7229	147.5235	128.2773	97.3223	113.1440	127.9159	128.6079	126.4474	108.2238	111.9640
Fisuc_2819	279.0158	282.1063	422.9341	212.7512	268.9006	288.6750	185.3003	204.0401	186.6861	155.5315
Fisuc_2820	150.4371	163.0523	193.0510	169.7483	138.1238	150.3876	95.5373	101.1579	100.6482	88.5405
Fisuc_2821	37.2878	55.6448	62.2335	72.4259	64.6537	57.0436	98.1619	85.0646	96.8603	78.7027
Fisuc_2822	207.0117	213.5208	175.2700	278.3872	218.9410	226.4457	212.0717	247.1471	214.8243	183.6396
Fisuc_2823	20.5726	25.8813	46.9927	43.0029	45.5515	24.2003	55.6426	48.8547	58.9820	43.5676
Fisuc_2824	15.4294	7.7644	22.8613	40.7396	22.0410	24.2003	14.6980	24.1400	11.9046	20.1441
Fisuc_2825	38.5736	45.2923	43.1825	70.1626	39.6739	50.1292	48.2936	51.7285	48.7007	56.6847
Fisuc_2826	41.1452	47.8804	67.3138	101.8490	70.5313	115.8157	151.1799	164.9563	158.0068	138.6667
Fisuc_2830	9.0005	5.1763	7.6204	2.2633	1.4694	0.0000	27.2964	27.0138	15.6925	19.6757
Fisuc_2831	28.2873	15.5288	26.6715	4.5266	5.8776	5.1858	78.2146	115.5269	48.7007	44.9730
Fisuc_2833	714.8975	874.7884	668.0581	509.2448	558.3729	572.1643	504.9827	481.0748	423.6963	401.9459
Fisuc_2834	178.7244	119.0540	223.5327	162.9583	177.7977	174.5879	255.6409	322.4408	310.6024	208.0000
Fisuc_2835	226.2985	126.8184	283.2261	278.3872	282.1253	319.7897	235.1687	278.1842	236.4691	222.0540
Fisuc_2836	29.5731	11.6466	31.7518	74.6892	38.2045	41.4862	29.9210	40.8080	32.4672	29.5135
Fisuc_2837	65.5751	38.8220	69.8540	63.3727	66.1231	81.2439	40.9445	59.2004	60.0642	42.6306
Fisuc_2838	95.1482	60.8211	105.4160	126.7454	132.2462	124.4587	52.4930	69.5461	71.4277	82.4504
Fisuc_2839	9.0005	3.8822	6.3504	29.4230	16.1634	27.6575	22.0471	20.1166	22.1859	21.5495
Fisuc_2840	68.1467	50.4686	95.2554	79.2159	96.9806	110.6300	58.2672	73.5694	68.1810	61.8378
Fisuc_2841	25.7157	9.0585	27.9416	9.0532	22.0410	12.1002	7.3490	12.0700	8.6579	7.9640
Fisuc_2843	167.1523	89.2905	167.6496	86.0058	114.6134	129.6445	44.0941	60.9246	60.6054	51.5315
Fisuc_2844	50.1457	34.9398	58.4233	22.6331	27.9186	36.3005	43.5692	44.8313	50.8652	39.8198
Fisuc_2845	56.5746	71.1736	59.6934	31.6863	42.6127	43.2148	63.5165	49.4294	63.3109	72.1441
Fisuc_2846	45.0025	68.5855	59.6934	47.5295	36.7351	57.0436	18.3726	25.8642	21.1036	34.1982
Fisuc_2848	263.5863	314.4580	213.3722	183.3281	223.3492	224.7171	236.2185	200.0168	180.7338	183.6396
Fisuc_2849	50.1457	32.3516	50.8029	83.7425	95.5112	114.0871	76.6398	73.5694	94.1547	81.0450
Fisuc_2850	18.0010	15.5288	16.5109	70.1626	66.1231	82.9725	119.6841	101.1579	110.3883	132.5766
Fisuc_2851	180.0102	137.1710	290.8466	468.5052	565.7199	406.2193	563.7749	532.2285	663.4121	522.3423
Fisuc_2852	163.2949	151.4057	172.7298	212.7512	170.4507	178.0451	74.0151	85.6394	74.1333	75.8919
Fisuc_2853	178.7244	135.8769	140.9780	138.0619	135.1850	143.4732	113.9098	112.0784	136.9032	119.9279
Fisuc_2854	297.0168	373.9850	255.2846	133.5353	202.7775	160.7591	329.6561	301.1747	276.5119	206.1261
Fisuc_2855	12.8579	33.6457	30.4817	22.6331	8.8164	12.1002	71.9154	79.3170	91.4491	53.8739
Fisuc_2856	99.0056	31.0576	171.4598	74.6892	113.1440	114.0871	38.3199	51.1537	43.8307	59.4955
Fisuc_2857	18.0010	63.4092	38.1022	27.1597	67.5925	69.1437	47.7686	40.2333	38.4195	31.8559
Fisuc_2858	135.0076	243.2844	203.2116	258.0174	285.0641	281.7607	201.5731	237.9510	204.0019	168.6486
Fisuc_2859	42.4310	36.2338	49.5328	38.4763	29.3880	48.4006	29.9210	33.3361	30.3027	32.3243
Fisuc_2860	97.7198	73.7617	71.1241	36.2130	23.5104	38.0290	92.9126	77.5927	70.3455	68.8649
Fisuc_2862	343.3051	275.6360	339.1093	269.3339	243.9208	252.3746	201.0482	202.3158	221.3178	212.2162
Fisuc_2863	693.0392	601.7406	854.7587	334.9699	401.1469	451.1628	250.3916	306.9223	265.6895	222.9910
Fisuc_2864	114.4350	103.5253	86.3649	72.4259	67.5925	70.8723	106.5608	93.1112	97.9426	80.5766
Fisuc_2865	3.8574	0.0000	10.1606	2.2633	2.9388	6.9144	8.9238	4.5981	6.4934	8.9009
Fisuc_2866	389.5934	496.9212	341.6495	262.5440	289.4723	273.1177	208.9222	229.3296	195.8852	180.8288
Fisuc_2867	33.4305	54.3508	30.4817	22.6331	45.5515	39.7576	47.2437	44.8313	50.3241	55.2793
Fisuc_2868	99.0056	135.8769	120.6569	58.8461	80.8171	95.0726	42.5193	39.6585	37.3372	39.3513
Fisuc_2869	30.8589	40.1160	33.0219	36.2130	52.8985	41.4862	51.9681	55.7518	61.6876	60.4324
Fisuc_2870	77.1472	113.8778	72.3941	63.3727	67.5925	57.0436	67.1910	66.6723	62.7698	56.2162
Fisuc_2871	42.4310	71.1736	53.3430	63.3727	47.0209	67.4151	78.7395	60.3499	57.3586	63.7117
Fisuc_2872	210.8691	279.5182	173.9999	151.6418	132.2462	138.2874	122.3087	105.7560	102.8126	92.2883
Fisuc_2873	119.5782	109.9956	115.5766	140.3252	117.5522	117.5443	135.9569	151.1621	151.5134	139.1351
Fisuc_2874	444.8823	727.2649	373.4013	452.6621	526.0461	501.2920	482.4107	464.9815	437.7654	542.0180
Fisuc_2875	291.8736	329.9868	405.1531	129.0087	204.2469	267.9319	171.1272	178.1758	167.7470	160.2162
Fisuc_2876	192.8680	78.9380	240.0437	27.1597	30.8575	41.4862	36.7451	43.1071	48.1596	36.5405
Fisuc_2878	384.4503	328.6927	505.4888	803.4752	781.7221	866.0251	1007.3408	974.7943	1084.9440	1012.8287
Fisuc_2879	347.1625	235.5200	449.6056	457.1887	546.6177	553.1498	801.0433	732.2452	900.4224	646.0179
Fisuc_2880	106.7203	148.8176	173.9999	271.5972	230.6962	283.4892	337.0051	630.5126	586.0321	453.0090
Fisuc_2881	1396.3646	1472.6468	1653.6343	957.3803	878.7026	1120.1282	733.3273	792.0204	742.4155	680.2161
Fisuc_2882	6.4289	14.2347	3.8102	11.3166	11.7552	24.2003	47.7686	32.1866	36.2550	38.8829
Fisuc_2883	7.7147	25.8813	11.4307	22.6331	55.8373	36.3005	74.0151	60.9246	50.3241	54.3423
Fisuc_2884	32.1447	34.9398	36.8321	31.6863	39.6739	53.5864	40.9445	48.8547	44.3718	39.8198
Fisuc_2885	20.5726	7.7644	7.6204	6.7899	14.6940	13.8287	12.5983	14.3690	11.9046	6.0901
Fisuc_2886	180.0102	121.6422	118.1167	65.6360	76.4089	81.2439	35.6952	44.2566	43.8307	37.4775
Fisuc_2887	146.5797	97.0549	180.3503	113.1655	127.8380	117.5443	129.6577	137.9426	150.4311	133.0450
Fisuc_2888	267.4437	219.9912	370.8611	355.3397	407.0245	420.0481	445.1407	412.1035	459.4102	438.9549
Fisuc_2889	3.8574	2.5881	3.8102	6.7899	0.0000	6.9144	14.6980	16.6681	14.0691	10.3063
Fisuc_2890	48.8599	49.1745	101.6058	81.4792	82.2865	77.7867	123.3586	134.4940	146.1022	91.3513
Fisuc_2891	1571.2316	2157.2075	1524.0869	937.0105	902.2131	1056.1703	565.3497	597.7512	490.2540	477.8378
Fisuc_2892	65.5751	68.5855	90.1751	92.7957	92.5724	91.6154	41.9944	52.3032	35.7139	47.3153
Fisuc_2893	20.5726	31.0576	22.8613	58.8461	30.8575	58.7722	32.5457	31.0371	35.7139	30.9189
Fisuc_2894	178.7244	73.7617	184.1605	149.3785	185.1447	195.3310	110.7602	128.7464	146.1022	112.4324
Fisuc_2895	1100.6336	2197.3236	816.6566	697.0996	712.6602	1033.6986	4682.3762	4380.2519	4818.1254	4544.6121
Fisuc_2896	438.4533	472.3340	455.9560	267.0706	251.2678	236.8172	247.2421	236.8014	188.8506	191.6036
Fisuc_2897	543.8879	442.5705	692.1895	706.1528	546.6177	556.6069	200.5233	224.1567	210.4954	252.0360
Fisuc_2898	358.7346	229.0496	513.1092	341.7599	312.9827	285.2178	279.7877	286.2309	307.8968	312.0000
Fisuc_2899	59.1462	73.7617	58.4233	24.8964	35.2657	29.3861	44.6191	43.6818	43.2895	39.8198
Fisuc_2900	1315.3600	1902.2766	1228.1600	692.5730	780.2527	765.7667	467.1878	455.7853	445.3411	402.4144
Fisuc_2901	39.8594	38.8220	30.4817	49.7928	48.4903	39.7576	33.0706	28.1633	29.7616	39.3513
Fisuc_2902	249.4427	188.9336	240.0437	332.7066	216.0022	186.6880	153.8045	145.4145	149.8900	187.3874
Fisuc_2903	221.1554	282.1063	222.2627	144.8519	177.7977	172.8593	189.4998	177.0263	148.8078	181.7657
Fisuc_2904	41.1452	37.5279	36.8321	54.3194	52.8985	44.9434	67.1910	63.2237	63.3109	67.9279
Fisuc_2905	884.6214	1015.8416	679.4887	767.2622	834.6206	845.2820	555.3760	539.7004	493.5007	497.5135
Fisuc_2906	75.8614	54.3508	44.4525	47.5295	66.1231	58.7722	75.5899	78.1675	89.8258	74.4865
Fisuc_2907	194.1538	436.1001	215.9123	248.9641	443.7595	369.9189	1710.2222	1502.9994	1339.8112	1587.6395
Fisuc_2908	7.7147	1.2941	0.0000	4.5266	4.4082	6.9144	15.7479	14.3690	13.5280	23.4234
Fisuc_2909	68.1467	72.4677	52.0730	244.4375	248.3290	209.1597	74.0151	70.1208	84.9557	104.9369
Fisuc_2910	18.0010	21.9991	11.4307	20.3698	13.2246	27.6575	13.1233	22.9904	18.9392	22.0180
Fisuc_2911	27.0015	40.1160	26.6715	81.4792	57.3067	55.3150	40.9445	35.6352	38.4195	40.2883
Fisuc_2912	258.4432	130.7006	473.7370	269.3339	257.1454	254.1032	311.8085	386.8140	383.1124	358.8468
Fisuc_2913	100.2914	94.4668	73.6642	129.0087	135.1850	110.6300	58.2672	80.4665	60.0642	72.1441
Fisuc_2914	111.8635	126.8184	120.6569	113.1655	94.0418	122.7301	106.5608	124.7231	104.4360	98.3784
Fisuc_2915	128.5787	117.7600	101.6058	129.0087	132.2462	108.9014	91.8628	72.9946	83.3324	91.3513
Fisuc_2916	952.7681	869.6122	1069.4010	1423.6222	1529.6479	1275.7016	924.4018	797.1932	1005.9406	941.1530
Fisuc_2917	393.4508	525.3907	367.0509	353.0764	348.2484	357.8187	292.9110	264.9647	264.0662	265.1531
Fisuc_2918	1086.4900	1168.5413	1358.9775	1016.2264	1113.8070	1052.7131	1060.3587	1139.1759	1189.9211	1149.1530
Fisuc_2919	146.5797	65.9974	199.4014	140.3252	186.6141	235.0886	47.7686	73.5694	69.2633	69.3333
Fisuc_2920	5.1431	5.1763	7.6204	9.0532	5.8776	5.1858	2.6247	4.5981	3.7878	4.2162
Fisuc_2921	205.7259	177.2870	87.6350	119.9554	166.0425	124.4587	217.3210	186.2225	141.7732	161.1531
Fisuc_2922	1537.8012	1048.1932	732.8318	726.5226	805.2325	783.0526	2710.7389	1997.2937	1303.5562	1133.6936
Fisuc_2923	29.5731	42.7042	53.3430	90.5324	55.8373	69.1437	60.3670	132.1950	106.6005	115.7117
Fisuc_2924	1.2858	1.2941	1.2701	2.2633	0.0000	3.4572	12.5983	11.4952	12.4457	14.0541
Fisuc_2925	6.4289	5.1763	8.8905	6.7899	7.3470	15.5573	15.7479	18.9671	18.9392	17.8018
Fisuc_2927	0.0000	3.8822	1.2701	4.5266	7.3470	6.9144	7.3490	6.3224	3.7878	7.0270
Fisuc_2928	7.7147	12.9407	19.0511	9.0532	11.7552	19.0145	16.7978	17.8176	27.0560	15.9279
Fisuc_2929	329.1615	89.2905	177.8101	142.5886	130.7768	112.3585	35.1703	40.8080	32.4672	45.4414
Fisuc_2930	75.8614	93.1727	44.4525	108.6389	99.9194	79.5153	273.4886	197.7177	149.3489	107.2793
Fisuc_2931	162.0092	115.1718	208.2919	221.8044	223.3492	233.3601	276.6381	274.7357	286.2521	315.7477
Fisuc_2932	27.0015	49.1745	25.4014	29.4230	32.3269	34.5719	62.9916	67.2470	64.9343	96.0360
Fisuc_2933	257.1574	273.0479	257.8247	185.5915	182.2059	164.2163	317.5827	303.4737	265.1484	289.0450
Fisuc_2934	7.7147	3.8822	1.2701	2.2633	5.8776	8.6430	10.4986	8.6214	6.4934	8.4324
Fisuc_2935	32.1447	40.1160	27.9416	49.7928	36.7351	25.9289	87.6633	89.0879	72.5100	57.6216
Fisuc_2936	1.2858	0.0000	1.2701	0.0000	0.0000	0.0000	11.5485	14.3690	10.8224	16.8649
Fisuc_2937	36.0020	112.5837	36.8321	13.5799	16.1634	15.5573	89.2381	59.7751	66.5577	50.5946
Fisuc_2938	75.8614	243.2844	46.9927	36.2130	38.2045	34.5719	110.7602	96.5598	86.5791	78.2342
Fisuc_2939	16.7152	12.9407	20.3212	20.3698	14.6940	5.1858	35.6952	18.3923	31.9260	26.7027
Fisuc_2940	51.4315	34.9398	82.5547	43.0029	47.0209	53.5864	101.8364	95.9851	115.7995	88.5405
Fisuc_2942	57.8604	94.4668	63.5036	70.1626	76.4089	57.0436	126.5081	162.6573	143.9377	146.6306
Fisuc_2943	154.2944	29.7635	100.3357	24.8964	26.4492	29.3861	13.1233	14.3690	12.9869	13.5856
Fisuc_2944	217.2980	214.8149	190.5109	228.5943	221.8798	257.5604	251.9664	386.2392	327.3771	275.4594
Fisuc_2945	88.7193	72.4677	93.9854	27.1597	32.3269	25.9289	29.9210	36.2099	30.8438	29.0450
Fisuc_2946	24.4300	25.8813	17.7810	22.6331	20.5716	15.5573	30.4459	27.0138	37.8783	35.1351
Fisuc_2947	9.0005	6.4703	10.1606	6.7899	11.7552	5.1858	5.2493	4.5981	7.5757	7.9640
Fisuc_2948	131.1503	87.9965	177.8101	83.7425	76.4089	84.7011	53.0179	66.0975	73.0511	55.7477
Fisuc_2949	2619.1480	3562.5629	2710.3345	1672.5864	1985.1626	2157.2840	2231.4777	2252.4875	2134.1741	1944.6124
Fisuc_2950	33.4305	47.8804	33.0219	43.0029	55.8373	72.6009	120.2090	116.1017	119.5873	108.2162
